name,_id,run_start_time,run_end_time,status,status_message,btap_standard_envelope.ext_roof_cond,btap_standard_envelope.ext_wall_cond,btap_standard_envelope.fixed_window_cond,btap_standard_systems.daylighting_type,btap_standard_systems.dcv_type,btap_standard_systems.ecm_system_type,btap_standard_systems.lights_type,btap_results.baseline_capital_cost_difference_per_m_2,btap_results.baseline_cost_utility_neb_difference_per_m_2_per_year,btap_results.baseline_energy_percent_change,btap_results.baseline_payback_yrs,btap_results.bldg_conditioned_floor_area_m_sq,btap_results.bldg_exterior_area_m_sq,btap_results.bldg_fdwr,btap_results.bldg_name,btap_results.bldg_nominal_floor_to_ceiling_height,btap_results.bldg_nominal_floor_to_floor_height,btap_results.bldg_srr,btap_results.bldg_standards_building_type,btap_results.bldg_standards_number_of_above_ground_stories,btap_results.bldg_standards_number_of_stories,btap_results.bldg_standards_template,btap_results.bldg_surface_to_volume_ratio,btap_results.bldg_volume_m_cu,btap_results.cost_equipment_envelope_total_cost_per_m_sq,btap_results.cost_equipment_heating_and_cooling_total_cost_per_m_sq,btap_results.cost_equipment_lighting_total_cost_per_m_sq,btap_results.cost_equipment_shw_total_cost_per_m_sq,btap_results.cost_equipment_total_cost_per_m_sq,btap_results.cost_equipment_ventilation_total_cost_per_m_sq,btap_results.cost_rs_means_city,btap_results.cost_rs_means_prov,btap_results.cost_utility_neb_electricity_cost_per_m_sq,btap_results.cost_utility_neb_natural_gas_cost_per_m_sq,btap_results.cost_utility_neb_oil_cost_per_m_sq,btap_results.cost_utility_neb_total_cost_per_m_sq,btap_results.energy_eui_additional_fuel_gj_per_m_sq,btap_results.energy_eui_cooling_gj_per_m_sq,btap_results.energy_eui_district_cooling_gj_per_m_sq,btap_results.energy_eui_district_heating_gj_per_m_sq,btap_results.energy_eui_electricity_gj_per_m_sq,btap_results.energy_eui_fans_gj_per_m_sq,btap_results.energy_eui_heating_gj_per_m_sq,btap_results.energy_eui_interior_equipment_gj_per_m_sq,btap_results.energy_eui_interior_lighting_gj_per_m_sq,btap_results.energy_eui_natural_gas_gj_per_m_sq,btap_results.energy_eui_total_gj_per_m_sq,btap_results.energy_eui_water_systems_gj_per_m_sq,btap_results.energy_peak_electric_w_per_m_sq,btap_results.energy_peak_natural_gas_w_per_m_sq,btap_results.energy_principal_heating_source,btap_results.envelope_ground_floors_average_conductance_w_per_m_sq_k,btap_results.envelope_ground_roofs_average_conductance_w_per_m_sq_k,btap_results.envelope_ground_walls_average_conductance_w_per_m_sq_k,btap_results.envelope_outdoor_doors_average_conductance_w_per_m_sq_k,btap_results.envelope_outdoor_floors_average_conductance_w_per_m_sq_k,btap_results.envelope_outdoor_overhead_doors_average_conductance_w_per_m_sq_k,btap_results.envelope_outdoor_roofs_average_conductance_w_per_m_sq_k,btap_results.envelope_outdoor_walls_average_conductance_w_per_m_sq_k,btap_results.envelope_outdoor_windows_average_conductance_w_per_m_sq_k,btap_results.envelope_skylights_average_conductance_w_per_m_sq_k,btap_results.location_cdd,btap_results.location_city,btap_results.location_country,btap_results.location_hdd,btap_results.location_latitude,btap_results.location_longitude,btap_results.location_state_province_region,btap_results.location_weather_file,btap_results.location_zone,btap_results.shw_additional_fuel_per_year,btap_results.shw_electricity_per_day,btap_results.shw_electricity_per_day_per_occupant,btap_results.shw_electricity_per_year,btap_results.shw_natural_gas_per_year,btap_results.shw_total_nominal_occupancy,btap_results.shw_water_m_cu_per_day,btap_results.shw_water_m_cu_per_day_per_occupant,btap_results.shw_water_m_cu_per_year,btap_results.simulation_btap_data_version,btap_results.simulation_date,btap_results.simulation_os_standards_revision,btap_results.simulation_os_standards_version,openstudio_results.electricity_ip,openstudio_results.eui,openstudio_results.natural_gas_ip
API Generated 2020-11-15 18:18:36 +0000,698d121d-abf8-4ba2-a218-4e431926dba2,2020-11-15T18:24:11.859Z,2020-11-15T18:27:43.533Z,completed,completed normal,0.227,0.278,1.6,NECB_Default,No_DCV,NECB_Default,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,240.64212770952344,73.4138625870569,66.36634321934423,24.633422020502387,663.6865756318961,258.6308396588152,CALGARY,ALBERTA,6.208479536739964,0.39284470615854133,0.0,6.601324242898506,0.0,0.026997417638312857,0.0,0.0,0.31710227717348777,0.06332655137334689,0.07467329211988419,0.09994913530010173,0.12569449878707253,0.13314813365678066,0.4502504108302684,0.05847484153689647,33.91114328194694,59.16300179982784,Natural Gas,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:27:20 +0000,92d95f99,0.2.11,45022.62698680556,39.64684127717612,64.51423973139687
API Generated 2020-11-15 18:18:39 +0000,69be1830-15e3-4130-b01b-0c663d490bf4,2020-11-15T18:30:20.136Z,2020-11-15T18:33:20.916Z,completed,completed normal,0.142,0.314,1.6,NECB_Default,NECB_Default,HS09_CCASHPSys,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,245.217427028719,12.977091321699662,66.36634321934423,24.633422020502387,349.19428359026523,0.0,CALGARY,ALBERTA,6.8749870881915625,0.1725007825338446,0.0,7.047487870725407,0.0,0.026782220831050942,0.0,0.0,0.35110337272087017,0.06185930041474293,0.03681821738790202,0.09994913530010173,0.12569449878707253,0.05847484153689647,0.40957821425776664,0.05847484153689647,50.344177948196254,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:31:18 +0000,92d95f99,0.2.11,49854.710258322215,36.067169924841906,28.332718050677865
API Generated 2020-11-15 18:18:38 +0000,6a14c6eb-151b-4636-ac23-bb298de032af,2020-11-15T18:28:56.961Z,2020-11-15T18:40:17.055Z,completed,completed normal,0.193,0.314,1.6,NECB_Default,CO2_based_DCV,NECB_Default,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,239.73558181391346,72.9840558729165,66.36634321934423,24.633422020502387,654.7502151968072,251.03083183347678,CALGARY,ALBERTA,6.270533688082009,0.32532181704358715,0.0,6.595855505125596,0.0,0.030831833476797868,0.0,0.0,0.3202519758979576,0.06277877768213476,0.051803740511777135,0.09994913530010173,0.12569449878707253,0.1102785820486736,0.4305305579466312,0.05847484153689647,33.605113858674386,56.97141795132639,Natural Gas,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:40:00 +0000,92d95f99,0.2.11,45473.03888013056,37.91040782041342,53.42427976917846
API Generated 2020-11-15 18:31:34 +0000,6a6e61d7-75f2-4f28-8c36-da5cadaf0cbc,{},{},na,"",0.121,-1.0,1.6,add_daylighting_controls,NECB_Default,NECB_Default,NECB_Default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API Generated 2020-11-15 18:26:32 +0000,6b48d784-c373-4586-9f07-496c9f4ac8d0,2020-11-15T18:35:02.324Z,2020-11-15T18:36:36.214Z,completed,completed normal,0.193,0.21,2.2,add_daylighting_controls,Occupancy_based_DCV,NECB_Default,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,237.67215744580952,73.19895922998668,66.36634321934423,24.633422020502387,645.5373659910791,243.6665036387824,CALGARY,ALBERTA,5.813171609672117,0.39411436732138666,0.0,6.207285976993504,0.0,0.02466937945066124,0.0,0.0,0.29689334063698253,0.05831833476797871,0.07512324908052273,0.09994913530010173,0.1128022536974724,0.13359809061741917,0.4304914312544017,0.05847484153689647,31.591028249471787,56.25944909617341,Natural Gas,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:36:16 +0000,92d95f99,0.2.11,42155.308181572225,37.90696251593572,64.72731420141828
API Generated 2020-11-15 18:27:37 +0000,6b54c564-1e37-451b-ba9e-6f7ccbedeb3f,2020-11-15T18:38:20.770Z,2020-11-15T18:48:09.065Z,completed,completed normal,0.142,0.278,2.2,add_daylighting_controls,Occupancy_based_DCV,NECB_Default,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,242.5458956099851,71.17620705845528,66.36634321934423,24.633422020502387,647.0246106894123,242.30276234447138,CALGARY,ALBERTA,5.792103842241176,0.3783013146568589,0.0,6.170405156898036,0.0,0.024551999373972924,0.0,0.0,0.2958369199467877,0.05745754753893106,0.0697628922450896,0.09994913530010173,0.1128022536974724,0.12823773378198605,0.42407465372877373,0.05847484153689647,31.37999843493231,55.24573519054699,Natural Gas,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:47:57 +0000,92d95f99,0.2.11,42002.55273641666,37.34020992935345,62.13276198762575
API Generated 2020-11-15 18:30:02 +0000,6d7f0fca-2c7b-4489-97f7-ed7b65f240c9,2020-11-15T18:38:11.351Z,2020-11-15T18:40:00.187Z,completed,completed normal,0.162,0.183,2.2,NECB_Default,Occupancy_based_DCV,HS08_VRFZonal,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,241.26150324751544,0.0,66.36634321934423,24.633422020502387,332.2612684873621,0.0,CALGARY,ALBERTA,6.090883089443618,0.17261620627592145,0.0,6.263499295719539,0.0,0.020541513420455435,0.0,0.0,0.31107676657015415,0.009644729634556693,0.05524688942796775,0.09994913530010173,0.12569449878707253,0.058513968229125905,0.36959073479928006,0.058513968229125905,55.013283512011895,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.91,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:39:38 +0000,92d95f99,0.2.11,44169.11730686945,32.54262344415095,28.345295583864424
API Generated 2020-11-15 18:30:18 +0000,6ef4fe46-3519-4fd6-852d-163a707e65e0,2020-11-15T18:43:09.898Z,2020-11-15T18:44:45.213Z,completed,completed normal,0.193,-1.0,2.2,add_daylighting_controls,NECB_Default,NECB_Default,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,237.67215744580952,73.19895922998668,66.36634321934423,24.633422020502387,645.5373659910791,243.6665036387824,CALGARY,ALBERTA,5.804744502699741,0.405368182173879,0.0,6.21011268487362,0.0,0.024238985836137414,0.0,0.0,0.2964629470224587,0.05831833476797871,0.07893810157289302,0.09994913530010173,0.1128022536974724,0.13741294310978952,0.4338758901322482,0.05847484153689647,31.605465998904453,58.21891384302371,Natural Gas,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:44:25 +0000,92d95f99,0.2.11,42094.70325956389,38.2049813532571,66.572471787451
API Generated 2020-11-15 18:30:37 +0000,6f162556-0442-4b8c-b344-8f62dd1f452a,2020-11-15T18:44:50.550Z,2020-11-15T18:46:13.456Z,completed,completed normal,0.193,-1.0,2.4,add_daylighting_controls,No_DCV,NECB_Default,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,237.67215744580952,73.30640112684874,66.36634321934423,24.633422020502387,645.9370842788951,243.95876046639017,CALGARY,ALBERTA,5.801680100164332,0.41789165818921664,0.0,6.219571758353549,0.0,0.023886845606072463,0.0,0.0,0.29630644025354097,0.05843571484466703,0.08318334767978715,0.09994913530010173,0.1128022536974724,0.1416581892166836,0.4379646294702246,0.05847484153689647,31.63156350262149,58.88524141169105,Natural Gas,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:46:01 +0000,92d95f99,0.2.11,42070.905180313894,38.56329301893829,68.62798369529412
API Generated 2020-11-15 18:18:39 +0000,6fbafaac-3605-4f70-8142-edf5c4b4cfd3,2020-11-15T18:28:58.033Z,2020-11-15T18:38:01.369Z,completed,completed normal,0.138,-1.0,2.4,NECB_Default,No_DCV,HS08_VRFZonal,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,243.9624188121136,0.0,66.36634321934423,24.633422020502387,334.9621840519602,0.0,CALGARY,ALBERTA,6.153320291102589,0.172558494404883,0.0,6.325878785507472,0.0,0.020130683152046323,0.0,0.0,0.31426559198685344,0.009644729634556693,0.05884654511307613,0.09994913530010173,0.12569449878707253,0.058494404883011185,0.3727599968698646,0.058494404883011185,55.66998591439079,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.9,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:37:41 +0000,92d95f99,0.2.11,44622.38873878056,32.82513841132266,28.34437620125772
API Generated 2020-11-15 18:27:37 +0000,6fddb4c7-093a-49e8-9513-713a30d70ee0,2020-11-15T18:38:14.321Z,2020-11-15T18:46:14.559Z,completed,completed normal,-1.0,0.314,2.2,add_daylighting_controls,NECB_Default,HS09_CCASHPSys,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,240.53701385084904,13.915545034822754,66.36634321934423,24.633422020502387,345.4523045621723,0.0,CALGARY,ALBERTA,6.757007590578292,0.1725007825338446,0.0,6.929508373112136,0.0,0.023515142029892792,0.0,0.0,0.34507786211753655,0.0581031379607168,0.050708193129352847,0.09994913530010173,0.1128022536974724,0.05847484153689647,0.403552703654433,0.05847484153689647,56.70930824008138,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:45:59 +0000,92d95f99,0.2.11,48998.844436002786,35.53659303527552,28.33109728340213
API Generated 2020-11-15 18:31:40 +0000,70411de2-087a-4858-babe-20661cf967fc,{},{},na,"",0.193,0.278,2.2,add_daylighting_controls,CO2_based_DCV,NECB_Default,NECB_Default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API Generated 2020-11-15 18:27:52 +0000,7087e745-8f48-429e-8ecb-d4512ac36c38,2020-11-15T18:37:18.063Z,2020-11-15T18:48:45.207Z,completed,completed normal,0.142,0.183,1.6,NECB_Default,NECB_Default,NECB_Default,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,245.9419359887315,68.80557946631193,66.36634321934423,24.633422020502387,655.0198959229986,249.27263479145472,CALGARY,ALBERTA,6.203882932936849,0.31851181626105324,0.0,6.522394749197902,0.0,0.02854292198137569,0.0,0.0,0.3168479536739964,0.06197668049143125,0.049475702324125514,0.09994913530010173,0.12569449878707253,0.10795054386102199,0.42479849753501836,0.05847484153689647,33.47865638938884,51.78709210423351,Natural Gas,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:48:28 +0000,92d95f99,0.2.11,44989.815783433325,37.407393366668664,52.30559677100443
API Generated 2020-11-15 18:27:51 +0000,70a8e5a8-261d-4091-8559-6c378c965160,2020-11-15T18:37:57.628Z,2020-11-15T18:47:49.753Z,completed,completed normal,0.138,0.278,2.2,NECB_Default,No_DCV,NECB_Default,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,243.35429219813756,71.17620705845528,66.36634321934423,24.633422020502387,654.5082752954065,248.97801079896706,CALGARY,ALBERTA,6.152554190468737,0.3749540261366304,0.0,6.5275082166053675,0.0,0.026254010485953515,0.0,0.0,0.31422646529462395,0.06129196337741607,0.06862821817043586,0.09994913530010173,0.12569449878707253,0.12710305970733232,0.44132952500195627,0.05847484153689647,33.44905704671727,56.78918538226778,Natural Gas,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:47:37 +0000,92d95f99,0.2.11,44615.33648095833,38.86131185625967,61.583929632758405
API Generated 2020-11-15 18:18:39 +0000,70e41fbd-35e2-4c2b-a10a-2893ac3e1a17,2020-11-15T18:29:20.165Z,2020-11-15T18:33:21.896Z,completed,completed normal,0.227,0.314,1.6,NECB_Default,No_DCV,HS08_VRFZonal,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,240.58672431332653,0.0,66.36634321934423,24.633422020502387,331.5864895531732,0.0,CALGARY,ALBERTA,6.309221770091556,0.172558494404883,0.0,6.481780264496439,0.0,0.020150246498161047,0.0,0.0,0.32222787385554424,0.009899053134048047,0.06653494013616087,0.09994913530010173,0.12569449878707253,0.058494404883011185,0.3807222787385554,0.058494404883011185,56.878570310665935,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.9,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:31:04 +0000,92d95f99,0.2.11,45753.73291527501,33.52625787253538,28.34428141954569
API Generated 2020-11-15 18:27:34 +0000,719e5c74-5b73-4575-8ee1-30e1f2bcac9b,2020-11-15T18:35:46.773Z,2020-11-15T18:37:17.488Z,completed,completed normal,0.193,0.314,1.6,NECB_Default,CO2_based_DCV,NECB_Default,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,239.73558181391346,72.9840558729165,66.36634321934423,24.633422020502387,654.7502151968072,251.03083183347678,CALGARY,ALBERTA,6.270533688082009,0.32532181704358715,0.0,6.595855505125596,0.0,0.030831833476797868,0.0,0.0,0.3202519758979576,0.06277877768213476,0.051803740511777135,0.09994913530010173,0.12569449878707253,0.1102785820486736,0.4305305579466312,0.05847484153689647,33.605113858674386,56.97141795132639,Natural Gas,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:36:59 +0000,92d95f99,0.2.11,45473.03888013056,37.91040782041342,53.42427976917846
API Generated 2020-11-15 18:18:37 +0000,73056610-cc33-4111-a8b3-8616f00fce18,2020-11-15T18:38:17.421Z,2020-11-15T18:47:41.210Z,completed,completed normal,-1.0,0.247,2.2,add_daylighting_controls,NECB_Default,HS09_CCASHPSys,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,241.1422059629079,13.591458643086312,66.36634321934423,24.633422020502387,345.7334298458408,0.0,CALGARY,ALBERTA,6.679631426559197,0.1725007825338446,0.0,6.852132209093042,0.0,0.023886845606072463,0.0,0.0,0.34114562954847794,0.05771187103842241,0.04679552390640895,0.09994913530010173,0.1128022536974724,0.05847484153689647,0.3996204710853744,0.05847484153689647,53.90539165818921,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:47:28 +0000,92d95f99,0.2.11,48439.93906961111,35.190339935266294,28.33145745390785
API Generated 2020-11-15 18:30:02 +0000,73184732-1e0c-4e85-a6b4-3ee1d23f4262,2020-11-15T18:38:11.802Z,2020-11-15T18:39:44.760Z,completed,completed normal,0.121,0.21,2.4,NECB_Default,NECB_Default,NECB_Default,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,242.63549573519052,70.96130370138509,66.36634321934423,24.633422020502387,652.8219344236638,248.22538931058767,CALGARY,ALBERTA,6.146042335080991,0.3582752954065263,0.0,6.504317630487518,0.0,0.02646920729321543,0.0,0.0,0.3138938884106737,0.060842006416777526,0.06297441114328194,0.09994913530010173,0.12569449878707253,0.12144925268017841,0.43534314109085215,0.05847484153689647,33.33940449174427,54.29339150168244,Natural Gas,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:39:26 +0000,92d95f99,0.2.11,44568.10140970834,38.334180271170986,58.8435354353705
API Generated 2020-11-15 18:31:03 +0000,7321fe99-54b8-4cb7-8648-2dc29e7c41e1,2020-11-15T18:44:11.270Z,2020-11-15T18:45:46.533Z,completed,completed normal,0.142,0.278,2.2,add_daylighting_controls,CO2_based_DCV,HS09_CCASHPSys,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,242.5458956099851,13.591458643086312,66.36634321934423,24.633422020502387,347.13709992957195,0.0,CALGARY,ALBERTA,6.5478621175365825,0.1725007825338446,0.0,6.720362900070427,0.0,0.027545191329525,0.0,0.0,0.33439627513889975,0.057379294154472175,0.03672040065732843,0.09994913530010173,0.1128022536974724,0.05847484153689647,0.3928711166757962,0.05847484153689647,63.27431723922059,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:45:26 +0000,92d95f99,0.2.11,47482.077846513894,34.59430226062355,28.32925851818872
API Generated 2020-11-15 18:29:50 +0000,734b5da8-f708-4b61-8bac-50dccbeb9dd0,2020-11-15T18:37:30.206Z,2020-11-15T18:39:07.394Z,completed,completed normal,0.142,0.21,2.2,add_daylighting_controls,No_DCV,HS09_CCASHPSys,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,243.15402222396116,12.998747945848656,66.36634321934423,24.633422020502387,347.15251584631034,0.0,CALGARY,ALBERTA,6.584634947961498,0.1725007825338446,0.0,6.757135730495342,0.0,0.02466937945066124,0.0,0.0,0.3362939197120275,0.057379294154472175,0.04149385710931998,0.09994913530010173,0.1128022536974724,0.05847484153689647,0.39476876124892396,0.05847484153689647,50.14762500978167,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:38:49 +0000,92d95f99,0.2.11,47750.39277575278,34.76139952779217,28.331789189899958
API Generated 2020-11-15 18:30:19 +0000,75186dcb-106c-4aae-8e17-b8102f15fd0a,2020-11-15T18:41:04.795Z,2020-11-15T18:42:44.671Z,completed,completed normal,0.121,0.183,1.6,NECB_Default,CO2_based_DCV,HS09_CCASHPSys,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,245.42340949996088,11.994130996165584,66.36634321934423,24.633422020502387,348.417286172627,0.0,CALGARY,ALBERTA,6.665841615149855,0.1725007825338446,0.0,6.838342397683699,0.0,0.03296423820330229,0.0,0.0,0.3404609124344628,0.06156585022302214,0.02028718992096408,0.09994913530010173,0.12569449878707253,0.05847484153689647,0.3989357539713593,0.05847484153689647,56.960266844041,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:42:25 +0000,92d95f99,0.2.11,48340.05790027778,35.12660180242877,28.330670765697988
API Generated 2020-11-15 18:30:02 +0000,753f6b0c-36ae-4bba-9f97-fe612b10258d,2020-11-15T18:38:02.447Z,2020-11-15T18:39:51.399Z,completed,completed normal,-1.0,0.247,2.2,NECB_Default,No_DCV,HS08_VRFZonal,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,241.1422059629079,0.0,66.36634321934423,24.633422020502387,332.1419712027545,0.0,CALGARY,ALBERTA,6.212693090226152,0.172558494404883,0.0,6.3852515846310345,0.0,0.01999373972924329,0.0,0.0,0.3172979106346349,0.009742546365130292,0.06191799045308709,0.09994913530010173,0.12569449878707253,0.058494404883011185,0.3757923155176461,0.058494404883011185,56.50129118084357,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.9,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:39:30 +0000,92d95f99,0.2.11,45052.00555511389,33.09042685610585,28.34365586024628
